thermal_demand,electricity_price,co2_price,gas_price,waste_heat,biomass_price
2618.06,142.03,81.15,80.739,16.0762,19.02
2786.8,156.9,81.15,80.739,10.2818,19.02
2688.44,190,81.15,80.739,16.2985,19.02
2167.56,164.75,81.15,80.739,8.3328,19.02
2109.59,143.34,81.15,80.739,7.0997,19.02
2020.98,130.38,81.15,80.739,7.6075,19.02
1978.7,119.16,81.15,80.739,7.0283,19.02
1967.73,110.34,81.15,79.768,7.2183,19.02
1947.78,91.21,81.15,79.768,6.908,19.02
1896.23,88.19,81.15,79.768,6.952,19.02
1874.7,90.12,81.15,79.768,6.6552,19.02
1957.1,109.17,81.15,79.768,6.5983,19.02
2093.86,124.98,81.15,79.768,13.2494,19.02
2285.82,128.4,81.15,79.768,11.8988,19.02
2073.93,97.65,81.15,79.768,15.2171,19.02
1964.07,110.05,81.15,79.768,12.8968,19.02
1781.44,108.46,81.15,79.768,14.782,19.02
2066.48,65.37,81.15,79.768,16.313,19.02
2048.81,86.6,81.15,79.768,15.8937,19.02
1959.69,50,81.15,79.768,13.6622,19.02
1679.16,23.28,81.15,79.768,12.9999,19.02
1706.37,13.09,81.15,79.768,16.4926,19.02
1792.57,44.36,81.15,79.768,17.3373,19.02
1935.43,118.76,81.15,79.768,16.3433,19.02
2550.14,143.13,81.15,79.768,18.5621,19.02
2571.72,190.09,81.15,79.768,14.2874,19.02
2424.55,169.5,81.15,79.768,11.3769,19.02
1890.53,167.84,81.15,79.768,12.6554,19.02
1890.92,133.67,81.15,79.768,6.7407,19.02
1848.55,120.96,81.15,79.768,6.8936,19.02
1853.49,109.91,81.15,79.768,6.4454,19.02
1885.86,95.45,81.15,78.361,7.2217,19.02
1894.03,90.49,81.15,78.361,6.8241,19.02
1902.78,85.84,81.15,78.361,6.8787,19.02
1953.49,82.59,81.15,78.361,7.3448,19.02
1966.94,109.83,81.15,78.361,7.1414,19.02
2144.67,113.55,81.15,78.361,11.2759,19.02
2272.08,119.05,81.15,78.361,10.0351,19.02
2071.3,110.07,81.15,78.361,15.2822,19.02
1942.78,86.3,81.15,78.361,11.4507,19.02
1672.1,61,81.15,78.361,12.9646,19.02
1918.45,85.48,81.15,78.361,15.5357,19.02
1934.52,101.59,81.15,78.361,13.9751,19.02
1920.49,95.54,81.15,78.361,13.8333,19.02
1570.94,86.3,81.15,78.361,14.9963,19.02
1564.58,80.01,81.15,78.361,16.2041,19.02
1620.48,49,81.15,78.361,18.3164,19.02
1788.62,80.77,81.15,78.361,13.5621,19.02
2450.8,127.96,81.15,78.361,19.7334,19.02
2618,195.89,81.15,78.361,14.3371,19.02
2541.29,157.76,81.15,78.361,11.0308,19.02
2010.78,151.94,81.15,78.361,11.98,19.02
1978.71,126.83,81.15,78.361,6.8377,19.02
1856.57,119.01,81.15,78.361,6.7656,19.02
1804.81,109.28,81.15,78.361,5.8226,19.02
1784.41,99.6,81.15,77.288,6.1027,19.02
1765.61,93.33,81.15,77.288,5.7492,19.02
1780.85,84.81,81.15,77.288,6.0155,19.02
1756.52,93.21,81.15,77.288,6.0842,19.02
1709.11,83.28,81.15,77.288,5.8195,19.02
1628.13,80.97,81.15,77.288,10.485,19.02
1826.79,63.23,81.15,77.288,9.976,19.02
1833.47,43.03,81.15,77.288,11.4012,19.02
1935.08,15.1,81.15,77.288,10.3827,19.02
1768,4.09,81.15,77.288,14.1335,19.02
2085.8,4.09,81.15,77.288,13.049,19.02
2234.04,3.09,81.15,77.288,13.679,19.02
2162.58,3.62,81.15,77.288,12.3626,19.02
1815.24,3.1,81.15,77.288,13.6591,19.02
1801.9,4.99,81.15,77.288,12.672,19.02
1817.64,15.5,81.15,77.288,12.9825,19.02
1821.01,29.46,81.15,77.288,12.9468,19.02
2344.29,109.54,81.15,77.288,13.3458,19.02
2423.81,120.77,81.15,77.288,12.2266,19.02
2385.77,123.05,81.15,77.288,11.4548,19.02
1847.5,121.99,81.15,77.288,9.4503,19.02
1822.94,108.68,81.15,77.288,5.909,19.02
1753.58,79.9,81.15,77.288,6.2292,19.02
1734.57,75.18,81.15,77.288,6.1165,19.02
1743.97,18.83,81.15,83.934,6.2046,19.02
1765.04,9.03,81.15,83.934,5.8379,19.02
1740.41,4.99,81.15,83.934,6.0315,19.02
1714.35,4.09,81.15,83.934,5.6979,19.02
1687.53,2.84,81.15,83.934,5.826,19.02
1709.15,0.72,81.15,83.934,11.0178,19.02
1967.62,0.78,81.15,83.934,7.7529,19.02
2034.8,-0.13,81.15,83.934,10.9493,19.02
2072.69,-2.01,81.15,83.934,11.2692,19.02
1895.23,-5,81.15,83.934,12.5898,19.02
2182.34,-6.55,80.84,83.934,12.6003,19.02
2172.09,-2.45,80.73,83.934,14.6749,19.02
2077.8,-3,80.73,83.934,12.9888,19.02
1771.8,-2,80.73,83.934,13.1895,19.02
1751.96,-2,80.73,83.934,11.5269,19.02
1754.42,-1.5,80.73,83.934,11.3548,19.02
1832.65,-0.59,80.73,83.934,13.305,19.02
2435.74,80,80.73,83.934,12.1576,19.02
2577.38,97.26,80.73,83.934,11.25,19.02
2558.66,123.34,80.73,83.934,11.1821,19.02
2019.17,125.53,80.73,83.934,10.6155,19.02
1961.32,108.63,80.73,83.934,5.9575,19.02
1822.68,97.26,80.73,83.934,6.2706,19.02
1710.71,73.84,80.73,83.934,6.8302,19.02
1807.32,72.28,80.73,80.453,7.1262,19.02
1892.95,68.96,80.73,80.453,7.1671,19.02
1874.98,69.01,80.73,80.453,6.821,19.02
1820.68,69.98,80.73,80.453,7.1777,19.02
1758.76,78.71,80.73,80.453,7.5435,19.02
1807.76,118.53,80.73,80.453,12.0863,19.02
2024.55,180.07,80.73,80.453,11.2976,19.02
2013.51,142.09,80.73,80.453,13.3098,19.02
1999.57,107.25,80.73,80.453,14.3921,19.02
1800.26,89.44,80.73,80.453,14.7573,19.02
2041.98,84.41,80.73,80.453,15.7284,19.02
2112.21,73.64,80.73,80.453,15.8823,19.02
2100.4,73.47,80.73,80.453,16.1186,19.02
1797.01,67.17,80.73,80.453,16.2596,19.02
1803.22,68.09,80.73,80.453,11.9502,19.02
1817.17,113.29,80.73,80.453,11.165,19.02
1816.74,115.51,80.73,80.453,16.9553,19.02
2323.38,122.8,80.73,80.453,12.6988,19.02
2376.15,131.01,80.73,80.453,12.5969,19.02
2345.89,145.86,80.73,80.453,13.3392,19.02
1830.3,143.87,80.73,80.453,10.9895,19.02
1769.23,132.48,80.73,80.453,7.0796,19.02
1717.21,115.05,80.73,80.453,7.0813,19.02
1683.51,101.84,80.73,80.453,6.5414,19.02
1659.17,90.12,80.73,80.453,6.6857,19.58
1639.83,63.94,80.73,80.453,6.597,19.58
1762.58,71.55,80.73,80.453,7.0925,19.58
1838.82,65.28,80.73,80.453,6.3777,19.58
1836.93,76.99,80.73,80.453,6.7146,19.58
1919.25,91.69,80.73,80.453,10.5382,19.58
2176.62,102.48,80.73,80.453,9.9971,19.58
2144.81,91.94,80.73,80.453,13.0551,19.58
2079.25,76.4,80.73,80.453,16.6671,19.58
1841.69,56.06,80.73,80.453,12.574,19.58
2071.27,48,80.73,80.453,16.1244,19.58
2091.15,51.73,80.73,80.453,17.5405,19.58
2046.78,65.01,80.73,80.453,13.6442,19.58
1747.96,48,80.73,80.453,12.0561,19.58
1780.12,65.07,80.73,80.453,14.4495,19.58
1823.54,79.05,80.73,80.453,17.9262,19.58
1797.88,69.05,80.73,80.453,13.8081,19.58
2286.22,87.71,80.73,80.453,14.0846,19.58
2372.3,114.13,80.73,80.453,15.706,19.58
2364.55,141.86,80.73,80.453,16.9602,19.58
1962.68,123.33,80.73,80.453,11.9617,19.58
1918.27,115.65,80.73,80.453,7.2407,19.58
2008.4,92.15,80.73,80.453,6.4642,19.58
2061.79,90.74,80.73,80.453,7.0729,19.58
2102.84,87.07,80.73,81.222,6.6638,19.58
2068.19,80.46,80.73,81.222,6.6469,19.58
2075.8,82.95,80.73,81.222,6.8897,19.58
2009.5,87.2,80.73,81.222,7.1904,19.58
2050.8,95.77,80.73,81.222,6.7989,19.58
2180.08,124.84,80.73,81.222,12.5679,19.58
2408.65,145.04,80.73,81.222,13.1642,19.58
2222.14,133.87,80.73,81.222,14.2903,19.58
2129.85,106,80.73,81.222,10.6852,19.58
1912.19,84.39,80.73,81.222,14.4928,19.58
2178.27,62.08,80.73,81.222,14.115,19.58
2196.08,59.77,80.73,81.222,19.451,19.58
2104.52,50.85,80.73,81.222,15.305,19.58
1801.84,46.01,80.73,81.222,18.3462,19.58
1765.2,49.99,80.73,81.222,15.3741,19.58
1722.95,62.02,80.73,81.222,15.2288,19.58
1791.05,107.41,80.73,81.222,16.1277,19.58
2396.61,125,80.73,81.222,12.0588,19.58
2545.32,140.02,80.73,81.222,12.4329,19.58
2539.77,154.74,80.73,81.222,14.9995,19.58
2078.63,153.08,80.73,81.222,10.0817,19.58
2096.71,134.96,80.73,81.222,6.9771,19.58
2044.88,107.44,80.73,81.222,7.117,19.58
1941.42,103.01,80.73,81.222,6.8465,19.58
1848.54,94.14,80.73,81.409,7.3029,19.58
1847.16,85.29,80.73,81.409,6.9405,19.58
1793.13,85.6,80.73,81.409,6.8599,19.58
1742.56,85.15,80.73,81.409,7.5673,19.58
1851.6,102.62,80.73,81.409,7.2655,19.58
2010.17,180.08,80.73,81.409,13.7207,19.58
2233.82,299.62,80.73,81.409,7.7519,19.58
2075.44,148.58,80.73,81.409,12.7088,19.58
1968,91.07,80.73,81.409,13.6247,19.58
1788.27,113.02,80.73,81.409,17.45,19.58
2066.49,98.96,80.73,81.409,16.8471,19.58
2105.49,128.01,80.73,81.409,15.561,19.58
2066.67,128,80.73,81.409,16.9353,19.58
1706.27,180.05,80.73,81.409,16.244,19.58
1785.22,113.04,80.73,81.409,15.2034,19.58
1829.18,111.4,80.73,81.409,14.779,19.58
1919.92,140.15,80.73,81.409,15.0375,19.58
2501.93,180.07,80.73,81.409,16.7661,19.58
2531.41,266.99,80.73,81.409,9.4331,19.58
2384.33,198.25,80.73,81.409,12.9674,19.58
1947.07,162.96,80.73,81.409,10.0331,19.58
1922.96,106.36,80.73,81.409,7.5016,19.58
1861.88,85.03,80.73,81.409,6.8459,19.58
1771.6,150,80.73,81.409,7.6947,19.58
1746.29,84.4,80.73,91.499,7.0668,19.58
1769.34,84.39,80.73,91.499,6.9741,19.58
1807.75,60.34,80.73,91.499,6.5952,19.58
1818.34,56.15,80.73,91.499,7.278,19.58
1825.83,111.05,80.73,91.499,6.9499,19.58
1872.19,167.98,80.73,91.499,10.5091,19.58
2144.27,200.02,80.73,91.499,12.1083,19.58
2073.72,180.07,80.73,91.499,12.5879,19.58
2033.53,161.94,80.73,91.499,11.8928,19.58
1806.89,147.44,80.73,91.499,17.5752,19.58
2135.47,100,80.73,91.499,14.4466,19.58
2118.38,95.41,80.73,91.499,16.1997,19.58
2029.24,99.99,80.73,91.499,15.6153,19.58
1783.06,84.02,80.73,91.499,15.544,19.58
1844.22,84.03,80.73,91.499,12.7616,19.58
1901.58,84.39,80.73,91.499,14.1616,19.58
1918.09,86.66,80.73,91.499,15.4112,19.58
2452.11,180.09,80.73,91.499,17.085,19.58
2565.94,289.99,80.73,91.499,14.1173,19.58
2455.63,372.81,80.73,91.499,13.9027,19.58
1830.04,180.06,80.73,91.499,11.5323,19.58
1861.35,93.73,80.73,91.499,7.3765,19.58
1840.17,90.96,80.73,91.499,7.3827,19.58
1859.26,84.39,80.73,91.499,6.1265,19.58
1935.01,42.66,80.73,106.569,5.5376,19.58
1973.72,31.61,80.73,106.569,5.5653,19.58
1947.56,31.79,80.73,106.569,6.225,19.58
1891.17,22.66,80.73,106.569,5.9663,19.58
1811.12,10.04,80.73,106.569,5.6456,19.58
1828.37,3.41,80.73,106.569,9.0056,19.58
2067.6,5.59,80.73,106.569,10.0281,19.58
2154.84,5.13,80.73,106.569,11.1542,19.58
2188.28,4.99,80.73,106.569,12.9076,19.58
1938.13,4.99,80.73,106.569,12.2468,19.58
2210.13,4.99,80.73,106.569,12.7602,19.58
2167.37,5,80.73,106.569,11.408,19.58
2132.74,4.99,80.73,106.569,12.6812,19.58
1818.41,7.4,80.73,106.569,11.8801,19.58
1777.52,14.06,80.73,106.569,11.4888,19.58
1852.51,12.06,80.73,106.569,12.0111,19.58
1881.86,30,80.73,106.569,13.0915,19.58
2303.36,24.99,80.73,106.569,12.8428,19.58
2348.79,131.03,80.73,106.569,12.1043,19.58
2280.71,130.26,80.73,106.569,11.5434,19.58
1834.86,132.46,80.73,106.569,8.4903,19.58
1833.58,42.66,80.73,106.569,5.9147,19.58
1802.14,27.71,80.73,106.569,6.1777,19.58
1780.02,24.31,80.73,106.569,6.3057,19.58
1787.17,10.36,80.73,132.967,6.3884,19.58
1800.48,4.92,80.73,132.967,6.3755,19.58
1771.77,2.92,80.73,132.967,6.4069,19.58
1759.69,2.19,80.73,132.967,6.1355,19.58
1737.94,2.53,80.73,132.967,6.1598,19.58
1745.34,2.95,80.73,132.967,9.7697,19.58
2013.85,0.69,80.73,132.967,10.3397,19.58
2128.51,-0.02,80.73,132.967,11.7196,19.58
2104.36,-0.8,80.73,132.967,11.6867,19.58
1887.05,0,80.73,132.967,13.1081,19.58
2190.1,0,82.43,132.967,12.8461,19.58
2244.99,-0.89,83,132.967,11.7963,19.58
2162.59,-0.8,83,132.967,13.8351,19.58
1782.93,-0.11,83,132.967,14.0915,19.58
1848.1,0,83,132.967,13.4575,19.58
1903.97,6.7,83,132.967,11.1168,19.58
1958.6,24.19,83,132.967,10.6341,19.58
2613.2,98.06,83,132.967,11.9864,19.58
2709.56,126.4,83,132.967,11.6391,19.58
2589.89,145.2,83,132.967,11.9159,19.58
1748.39,154.76,83,132.967,10.6387,19.58
1720.42,136.92,83,132.967,6.4852,19.58
1805.75,98.78,83,132.967,5.9776,19.58
1836.07,99.13,83,132.967,6.6985,19.58
1848.53,72.85,83,117.612,7.0481,19.58
1826.43,68.62,83,117.612,7.0812,19.58
1888.2,71.17,83,117.612,6.9768,19.58
1878.7,72.99,83,117.612,6.6095,19.58
1867.23,91.57,83,117.612,7.0032,19.58
1978.28,120,83,117.612,9.612,19.58
2158.02,129.5,83,117.612,10.5241,19.58
2054.91,107.41,83,117.612,13.5268,19.58
1928.93,82.69,83,117.612,14.9015,19.58
1721.35,82.99,83,117.612,16.6622,19.58
2024.93,82.99,83,117.612,14.7185,19.58
2087.72,107.22,83,117.612,13.4523,19.58
1940.29,83,83,117.612,13.5585,19.58
1592.01,108.16,83,117.612,15.2938,19.58
1601.67,82.99,83,117.612,16.2572,19.58
1627.89,69.91,83,117.612,16.8019,19.58
1685.06,88.58,83,117.612,15.6007,19.58
2320.66,141.5,83,117.612,11.5636,19.58
2442.36,250.01,83,117.612,12.3429,19.58
2394.05,274.13,83,117.612,12.0125,19.58
1883,262,83,117.612,9.2374,19.58
1853.06,174.6,83,117.612,7.0881,19.58
1759.99,114.36,83,117.612,6.9847,19.58
1687.9,145.79,83,117.612,6.4623,19.58
1651.94,105.06,83,117.612,6.9427,20.41
1653.73,100.5,83,117.612,7.0515,20.41
1670.95,91.84,83,117.612,7.3328,20.41
1668.38,90.88,83,117.612,6.468,20.41
1670.97,98.53,83,117.612,5.9617,20.41
1822.58,133.73,83,117.612,12.2801,20.41
2051.91,126.62,83,117.612,11.4257,20.41
1994.92,110.06,83,117.612,14.8109,20.41
1964.27,75.38,83,117.612,12.6425,20.41
1719.05,62.36,83,117.612,15.5008,20.41
2007.59,54.5,83,117.612,17.8998,20.41
2004.06,51.05,83,117.612,13.8605,20.41
1947.98,39.83,83,117.612,13.7919,20.41
1603.94,39.26,83,117.612,16.707,20.41
1617.78,38.5,83,117.612,16.7018,20.41
1685.37,50,83,117.612,12.5289,20.41
1717.08,91.81,83,117.612,15.2679,20.41
2316.87,137.76,83,117.612,10.0862,20.41
2490.14,268.76,83,117.612,14.1184,20.41
2431.92,358.77,83,117.612,10.9363,20.41
1923.72,268.34,83,117.612,11.1958,20.41
1896.17,150,83,117.612,6.4339,20.41
1778.43,93.92,83,117.612,6.8019,20.41
1712.58,101.61,83,117.612,6.8728,20.41
1738.61,93.2,83,118.704,6.8561,20.41
1724.81,89.22,83,118.704,6.9719,20.41
1713.17,88.13,83,118.704,6.6132,20.41
1673.99,86.48,83,118.704,6.8467,20.41
1711.83,88.94,83,118.704,6.8207,20.41
1813.86,109.91,83,118.704,10.833,20.41
2029.97,114.02,83,118.704,13.4104,20.41
1922.81,180.02,83,118.704,13.6365,20.41
1835.55,94.9,83,118.704,12.9888,20.41
1647.42,130.7,83,118.704,13.5606,20.41
1900,83.09,83,118.704,17.5773,20.41
1912.95,83.1,83,118.704,11.2499,20.41
1922.2,83.09,83,118.704,13.9864,20.41
1630.01,50,83,118.704,11.841,20.41
1633.45,50.01,83,118.704,16.77,20.41
1700.08,65.77,83,118.704,11.7692,20.41
1750,129.08,83,118.704,14.5677,20.41
2330.06,117.24,83,118.704,13.8739,20.41
2561.78,180,83,118.704,13.1049,20.41
2478.28,180,83,118.704,13.8858,20.41
1970.44,130.03,83,118.704,11.783,20.41
2002.48,127.24,83,118.704,7.185,20.41
1922.78,94.65,83,118.704,6.9295,20.41
1813.52,88.37,83,118.704,6.6797,20.41
1716.44,75.35,83,120.925,6.9874,20.41
1709.38,79.77,83,120.925,7.0795,20.41
1721.05,78.76,83,120.925,7.9716,20.41
1691.97,79.81,83,120.925,7.3848,20.41
1695.96,87.57,83,120.925,6.9484,20.41
1851.66,114.37,83,120.925,10.3488,20.41
2132.78,112.86,83,120.925,11.9819,20.41
2084.93,102.92,83,120.925,13.4159,20.41
2055.09,71.61,83,120.925,12.8564,20.41
1861.41,50.88,83,120.925,14.5315,20.41
2124.51,26.47,83,120.925,17.3176,20.41
2132.6,23.91,83,120.925,16.3731,20.41
2097.93,20.4,83,120.925,15.2016,20.41
1750.74,34.35,83,120.925,13.7547,20.41
1736.43,62.14,83,120.925,18.8229,20.41
1722.66,78.08,83,120.925,15.9335,20.41
1783.26,97.74,83,120.925,14.163,20.41
2313.81,119.81,83,120.925,15.6852,20.41
2414.83,187.07,83,120.925,14.874,20.41
2311.7,290.65,83,120.925,12.4213,20.41
1852.56,274.29,83,120.925,10.4646,20.41
1815.51,138.83,83,120.925,7.0271,20.41
1810.64,100.84,83,120.925,7.2661,20.41
1794.85,105.05,83,120.925,7.001,20.41
1792.16,94.66,83,123.114,6.3097,20.41
1859.52,89.95,83,123.114,6.9698,20.41
1867.6,87.88,83,123.114,7.4113,20.41
1811.97,86.83,83,123.114,7.4452,20.41
1819.12,87.16,83,123.114,6.8368,20.41
1835.92,128.73,83,123.114,11.1713,20.41
2088.21,122.29,83,123.114,14.2639,20.41
2200.32,121.44,83,123.114,13.4767,20.41
2256.95,105.19,83,123.114,12.2685,20.41
2074.36,98.18,83,123.114,15.7078,20.41
2322.56,90.56,83,123.114,19.63,20.41
2328.24,88.52,83,123.114,17.3095,20.41
2223.97,82.9,83,123.114,18.0798,20.41
1875.09,79.05,83,123.114,14.6827,20.41
1851.7,81.45,83,123.114,13.665,20.41
1785.82,87.97,83,123.114,11.5634,20.41
1773.63,123.19,83,123.114,14.0237,20.41
2247.37,138.97,83,123.114,14.6343,20.41
2283.63,204,83,123.114,13.7284,20.41
2222.65,205.63,83,123.114,16.4301,20.41
1814.24,171.7,83,123.114,13.3289,20.41
1858.11,120.48,83,123.114,6.8901,20.41
1840.79,103.49,83,123.114,6.8309,20.41
1799.09,88.97,83,123.114,5.939,20.41
1781.38,78.21,83,127.129,6.4784,20.41
1796.29,64.07,83,127.129,5.9728,20.41
1801.71,56.56,83,127.129,5.7556,20.41
1787.81,57.83,83,127.129,5.4945,20.41
1789.86,49.71,83,127.129,6.3467,20.41
1791.11,62.84,83,127.129,9.3471,20.41
1979.91,49.01,83,127.129,10.0148,20.41
1966.99,46.6,83,127.129,12.5754,20.41
1951.48,34.34,83,127.129,12.6089,20.41
1758.36,12.85,83,127.129,12.4674,20.41
2069.68,3.69,83,127.129,11.8421,20.41
2161.7,2.72,83,127.129,11.9835,20.41
2164.42,0.1,83,127.129,13.2016,20.41
1831.45,0.22,83,127.129,13.0597,20.41
1844.51,3.7,83,127.129,13.5386,20.41
1839.75,11.74,83,127.129,12.7958,20.41
1821.42,35.08,83,127.129,12.2324,20.41
2278.38,77.79,83,127.129,12.8692,20.41
2265.15,109.74,83,127.129,12.4572,20.41
2185.88,125.65,83,127.129,11.2968,20.41
1757.53,117.27,83,127.129,9.4385,20.41
1813.37,110.04,83,127.129,6.1206,20.41
1814.27,90.79,83,127.129,6.3244,20.41
1736.42,91.82,83,127.129,5.6372,20.41
1725.64,81.14,83,132.001,6.0876,20.41
1781.59,73.17,83,132.001,5.156,20.41
1797.73,71.79,83,132.001,5.8801,20.41
1802.99,67.01,83,132.001,5.3866,20.41
1775.37,63.01,83,132.001,5.8243,20.41
1690.23,57.68,83,132.001,10.2663,20.41
1855.95,46.38,83,132.001,10.4058,20.41
1934.15,25.42,83,132.001,12.7501,20.41
1962.44,9.94,83,132.001,12.7667,20.41
1762.52,4.07,83,132.001,14.0644,20.41
2047.14,1.6,82.93,132.001,13.1407,20.41
2070.89,4.57,82.9,132.001,11.9688,20.41
1989.46,0.44,82.9,132.001,12.8165,20.41
1713.87,0.09,82.9,132.001,14.2431,20.41
1729.16,1.74,82.9,132.001,12.0318,20.41
1745.87,4.99,82.9,132.001,13.3247,20.41
1778.82,25.73,82.9,132.001,13.185,20.41
2312.34,73.55,82.9,132.001,12.2105,20.41
2366.06,110.43,82.9,132.001,9.5703,20.41
2294.37,152.53,82.9,132.001,11.3773,20.41
1746.72,159.17,82.9,132.001,10.7572,20.41
1765.38,132.97,82.9,132.001,5.587,20.41
1777.38,105.77,82.9,132.001,5.8427,20.41
1702.28,107.61,82.9,132.001,6.6764,20.41
1696.93,92.88,82.9,126.877,6.8523,20.41
1684.51,85.06,82.9,126.877,7.1492,20.41
1702.36,84.88,82.9,126.877,6.9042,20.41
1704.83,85.99,82.9,126.877,7.2125,20.41
1741.44,97.67,82.9,126.877,6.675,20.41
1869.45,132.79,82.9,126.877,11.2918,20.41
2047.86,127.47,82.9,126.877,10.9376,20.41
1991.32,105.52,82.9,126.877,14.6634,20.41
1944.93,82.59,82.9,126.877,11.1979,20.41
1693.93,55.39,82.9,126.877,16.6606,20.41
1954.09,38.72,82.9,126.877,12.7545,20.41
1968.93,31.81,82.9,126.877,13.7124,20.41
1926.09,29.96,82.9,126.877,15.8537,20.41
1621.95,30.93,82.9,126.877,14.9139,20.41
1612.94,83.3,82.9,126.877,14.4716,20.41
1664.43,110.91,82.9,126.877,15.9513,20.41
1704.16,127.22,82.9,126.877,13.7014,20.41
2261.12,150.02,82.9,126.877,15.4169,20.41
2369.08,200.06,82.9,126.877,14.198,20.41
2286.7,209.32,82.9,126.877,12.7744,20.41
1768.22,156,82.9,126.877,12.2493,20.41
1735.84,130.04,82.9,126.877,7.3697,20.41
1705.29,135.63,82.9,126.877,7.3274,20.41
1786.56,161.88,82.9,126.877,6.9045,20.41
1744.64,133.1,82.9,126.877,6.6981,20.41
1682.82,126.96,82.9,126.877,6.5207,20.41
1675.16,118.8,82.9,126.877,6.1369,20.41
1574.18,112.55,82.9,126.877,7.7754,20.41
1552.8,118.84,82.9,126.877,7.729,20.41
1670.46,145.64,82.9,126.877,10.4727,20.41
1903.59,133.82,82.9,126.877,9.6791,20.41
1858.23,101.31,82.9,126.877,11.3664,20.41
1808.9,72.85,82.9,126.877,17.869,20.41
1594.9,34.26,82.9,126.877,14.8744,20.41
1907.45,28.38,82.9,126.877,11.5322,20.41
1912.34,26.1,82.9,126.877,14.8972,20.41
1909.72,22.08,82.9,126.877,16.3338,20.41
1579.45,22.77,82.9,126.877,14.8747,20.41
1629.48,25.95,82.9,126.877,15.5218,20.41
1684.6,80.01,82.9,126.877,16.0127,20.41
1746.58,110.82,82.9,126.877,16.1829,20.41
2276.08,181.67,82.9,126.877,16.7252,20.41
2372.33,323.75,82.9,126.877,9.6244,20.41
2263.14,352.05,82.9,126.877,12.6177,20.41
1732.93,312.65,82.9,126.877,11.1673,20.41
1758.65,197.72,82.9,126.877,7.2998,20.41
1743.02,130.1,82.9,126.877,7.9016,20.41
1709.46,180.01,82.9,126.877,6.9937,20.41
1689.39,180,82.9,128.124,6.9064,20.5
1697.45,159.4,82.9,128.124,7.4566,20.5
1704.02,97.94,82.9,128.124,6.1585,20.5
1685.77,82.6,82.9,128.124,6.6048,20.5
1662.08,82.6,82.9,128.124,6.942,20.5
1735.48,150.04,82.9,128.124,14.6625,20.5
1949,120.05,82.9,128.124,13.2393,20.5
1925.54,81.41,82.9,128.124,15.1035,20.5
1827.53,59.91,82.9,128.124,12.5989,20.5
1644.31,105.77,82.9,128.124,16.3947,20.5
1990.22,35.79,82.9,128.124,14.678,20.5
1975.74,32.9,82.9,128.124,14.8696,20.5
1902.77,45.5,82.9,128.124,16.587,20.5
1576.8,33.54,82.9,128.124,18.168,20.5
1599.55,32.65,82.9,128.124,15.9627,20.5
1586.51,154.65,82.9,128.124,17.3092,20.5
1658.81,183.16,82.9,128.124,18.3625,20.5
2240.89,200,82.9,128.124,12.4042,20.5
2362.35,220.08,82.9,128.124,12.0629,20.5
2291.44,250.05,82.9,128.124,11.9434,20.5
1789.74,220.08,82.9,128.124,8.4674,20.5
1782.02,120.02,82.9,128.124,6.7714,20.5
1722.15,85.74,82.9,128.124,7.0138,20.5
1634.06,96,82.9,128.124,6.9045,20.5
1579.97,86.98,82.9,131.202,7.0943,20.5
1582.09,80.79,82.9,131.202,7.6345,20.5
1573.34,82.99,82.9,131.202,7.0551,20.5
1563.2,79,82.9,131.202,6.7629,20.5
1605.14,85.33,82.9,131.202,6.0962,20.5
1713.44,117.67,82.9,131.202,12.3679,20.5
1995.83,125.18,82.9,131.202,11.0496,20.5
1992.16,115,82.9,131.202,12.2675,20.5
1921.91,88.21,82.9,131.202,14.664,20.5
1680.21,45.6,82.9,131.202,15.645,20.5
1931.13,29.46,82.9,131.202,15.472,20.5
1966.2,29.71,82.9,131.202,14.0305,20.5
1898.91,28.94,82.9,131.202,15.7387,20.5
1610.01,26.84,82.9,131.202,14.9608,20.5
1611.7,24.99,82.9,131.202,13.2402,20.5
1629.54,30.88,82.9,131.202,17.2759,20.5
1648.32,136.54,82.9,131.202,16.985,20.5
2239.28,171.96,82.9,131.202,10.4996,20.5
2348.2,290.34,82.9,131.202,11.338,20.5
2287.05,346.12,82.9,131.202,11.1998,20.5
1741.5,255.68,82.9,131.202,11.2155,20.5
1708.45,140.43,82.9,131.202,6.6936,20.5
1659.97,105.8,82.9,131.202,7.1883,20.5
1612.85,102.14,82.9,131.202,6.8137,20.5
1550.06,101.38,82.9,129.346,7.2011,20.5
1570.76,91.03,82.9,129.346,7.2058,20.5
1623.84,80.43,82.9,129.346,7.1186,20.5
1648.62,86.53,82.9,129.346,6.9769,20.5
1716.19,93.72,82.9,129.346,6.5933,20.5
1876.77,124.4,82.9,129.346,11.1863,20.5
2137.62,125.28,82.9,129.346,12.5324,20.5
2067.99,85.62,82.9,129.346,13.2886,20.5
1962.06,61.81,82.9,129.346,14.3898,20.5
1818.67,22.09,82.9,129.346,14.9829,20.5
1992.01,4.39,82.9,129.346,14.0093,20.5
2027.59,1.19,82.9,129.346,10.9058,20.5
2042.75,51.32,82.9,129.346,17.7735,20.5
1748.75,5,82.9,129.346,14.8515,20.5
1716.51,5.02,82.9,129.346,13.6944,20.5
1680.55,5.1,82.9,129.346,13.1221,20.5
1701.62,120.03,82.9,129.346,17.894,20.5
2237.78,180.88,82.9,129.346,15.3494,20.5
2329.18,195.75,82.9,129.346,10.2331,20.5
2260.66,182.04,82.9,129.346,13.02,20.5
