thermal_demand;electricity_price;co2_price;gas_price
1581.42;210.02;82.63;183.585
1611.36;258.71;82.63;183.585
2157.11;319.26;82.63;183.585
2277.64;387.92;82.63;183.585
2235.89;410.89;82.63;183.585
1742.76;422.59;82.63;183.585
1706.47;416.11;82.63;183.585
1657.22;372;82.63;183.585
1621.10;350;82.63;183.585
1632.03;283.47;82.63;177.326
1636.28;221.32;82.63;177.326
1615.47;216.81;82.63;177.326
1574.43;203.12;82.63;177.326
1601.93;209.86;82.63;177.326
1688.66;241.95;82.63;177.326
1932.84;247.14;82.63;177.326
2010.35;241.43;82.63;177.326
1941.30;179.83;82.63;177.326
1739.28;154.72;82.63;177.326
2029.73;136.51;82.63;177.326
2044.66;93.54;82.63;177.326
1963.60;74.35;82.63;177.326
1660.98;21.94;82.63;177.326
1670.48;11.94;82.63;177.326
1729.00;16.03;82.63;177.326
1698.33;64.84;82.63;177.326
2195.07;90.02;82.63;177.326
2267.88;94.98;82.63;177.326
2241.67;100.86;82.63;177.326
1689.89;100.59;82.63;177.326
1685.45;120.16;82.63;177.326
1653.10;79.89;82.63;177.326
1632.62;77.12;82.63;177.326
1581.41;49.32;82.63;177.326
1542.33;50.03;82.63;177.326
1568.18;31.39;82.63;177.326
1564.33;63.31;82.63;177.326
1616.86;58.57;82.63;177.326
1656.91;67.67;82.63;177.326
1925.38;41.89;82.63;177.326
1960.59;36.75;82.63;177.326
1917.86;30.01;82.63;177.326
1678.15;30.08;82.63;177.326
1952.56;49.77;82.63;177.326
2057.31;20;82.63;177.326
2042.43;19.14;82.63;177.326
1677.86;11.85;82.63;177.326
1654.89;21.31;82.63;177.326
1684.70;40.29;82.63;177.326
1638.80;77.11;82.63;177.326
2160.25;157.13;82.63;177.326
2267.10;322.13;82.63;177.326
2217.35;369.9;82.63;177.326
1703.30;378.07;82.63;177.326
1698.71;389.17;82.63;177.326
1671.57;371.92;82.63;177.326
1628.38;320.08;82.63;177.326
1618.29;278;82.63;178.569
1594.09;275.96;82.63;178.569
1590.87;269.27;82.63;178.569
1587.98;272.15;82.63;178.569
1614.01;298;82.63;178.569
1628.13;395.95;82.63;178.569
1874.80;415.08;82.63;178.569
1888.50;433.97;82.63;178.569
1865.75;416.32;82.63;178.569
1653.84;404.98;82.63;178.569
1950.33;396.9;82.63;178.569
1958.87;380.42;82.63;178.569
1956.52;369.28;82.63;178.569
1627.42;333.76;82.63;178.569
1637.51;332.61;82.63;178.569
1639.69;319.82;82.63;178.569
1651.38;375.48;82.63;178.569
2183.68;405;82.63;178.569
2279.95;458.03;82.63;178.569
2239.96;469.9;82.63;178.569
1721.35;452.12;82.63;178.569
1715.17;450.05;82.63;178.569
1719.26;419.15;82.63;178.569
1697.75;395.49;82.63;178.569
1680.08;349.57;82.63;169.884
1634.36;330.04;82.63;169.884
1601.69;331.5;82.63;169.884
1582.58;334.34;82.63;169.884
1633.92;362.1;82.63;169.884
1671.51;419.64;82.63;169.884
1945.67;453.66;82.63;169.884
1988.26;448.9;82.63;169.884
1920.43;382.42;82.63;169.884
1695.30;328.74;82.63;169.884
2020.59;338.32;82.63;169.884
2020.03;297.47;82.63;169.884
1937.04;260.07;82.63;169.884
1589.19;262.23;82.63;169.884
1570.16;287.22;82.63;169.884
1556.16;314.81;82.63;169.884
1548.49;395.9;82.63;169.884
2120.04;429.08;82.63;169.884
2227.44;481.59;82.63;169.884
2182.71;506.69;82.63;169.884
1612.68;480;82.63;169.884
1619.56;470;82.63;169.884
1577.39;404.09;82.63;169.884
1546.67;416.05;82.63;169.884
1511.52;365.61;82.63;173.908
1497.18;325.34;82.63;173.908
1519.98;339.99;82.63;173.908
1526.03;325.04;82.63;173.908
1552.02;332.22;82.63;173.908
1596.51;411.97;82.63;173.908
1821.05;435;82.63;173.908
1854.58;456.57;82.63;173.908
1844.64;423.14;82.63;173.908
1651.44;365.76;82.63;173.908
1940.62;350.25;82.63;173.908
1952.83;273.05;82.63;173.908
1885.66;246.1;82.63;173.908
1577.69;190.02;82.63;173.908
1587.70;183.63;82.63;173.908
1589.49;211.39;82.63;173.908
1621.08;294.48;82.63;173.908
2163.77;370.44;82.63;173.908
2258.75;431.7;82.63;173.908
2226.95;448.22;82.63;173.908
1646.09;446.34;82.63;173.908
1544.87;435.93;82.63;173.908
1497.73;373.57;82.63;173.908
1496.23;400.44;82.63;173.908
1453.20;378.06;82.63;182.356
1419.74;345.47;82.63;182.356
1430.17;334.1;82.63;182.356
1455.51;335.01;82.63;182.356
1472.10;371.63;82.63;182.356
1466.01;421.32;82.63;182.356
1708.57;433.31;82.63;182.356
1860.25;434.07;82.63;182.356
1882.43;419.94;82.63;182.356
1741.97;379.9;82.63;182.356
2023.13;355.93;82.63;182.356
1996.15;301.49;82.63;182.356
1934.69;274.85;82.63;182.356
1568.39;239.44;82.63;182.356
1590.73;254.96;82.63;182.356
1575.51;282.6;82.63;182.356
1537.41;346.37;82.63;182.356
2118.08;394.63;82.63;182.356
2221.86;420.92;82.63;182.356
2205.43;436.27;82.63;182.356
1628.58;433.93;82.63;182.356
1598.11;422.39;82.63;182.356
1582.86;400.04;82.63;182.356
1532.87;350;82.63;182.356
1515.89;320.07;82.63;176.314
1490.14;298.49;82.63;176.314
1488.09;305.01;82.63;176.314
1462.89;307.55;82.63;176.314
1484.93;330;82.63;176.314
1560.76;404.9;82.63;176.314
1812.20;429.92;82.63;176.314
1831.77;416.65;82.63;176.314
1827.00;334.06;82.63;176.314
1675.37;262.45;82.63;176.314
1974.87;243.92;83.44;176.314
2011.57;218.1;83.71;176.314
1932.68;190;83.71;176.314
1636.83;191.8;83.71;176.314
1600.73;222.15;83.71;176.314
1627.36;225.39;83.71;176.314
1572.92;335.35;83.71;176.314
2095.31;409.07;83.71;176.314
2184.90;421.86;83.71;176.314
2152.37;430.45;83.71;176.314
1678.21;433.99;83.71;176.314
1651.36;432.89;83.71;176.314
1554.31;404.09;83.71;176.314
1491.49;384.91;83.71;176.314
1493.69;349.96;83.71;161.715
1485.54;289.8;83.71;161.715
1489.58;252.86;83.71;161.715
1487.52;236.19;83.71;161.715
1479.17;233.1;83.71;161.715
1502.82;211.55;83.71;161.715
1755.50;199.74;83.71;161.715
1811.59;139.93;83.71;161.715
1831.64;52.49;83.71;161.715
1650.11;35.53;83.71;161.715
1942.67;1.07;83.71;161.715
1946.81;0.07;83.71;161.715
1914.09;-0.05;83.71;161.715
1596.93;-0.1;83.71;161.715
1575.25;0;83.71;161.715
1584.25;1.03;83.71;161.715
1569.77;31.66;83.71;161.715
2124.27;143.75;83.71;161.715
2185.34;264.3;83.71;161.715
2134.29;334.25;83.71;161.715
1579.24;344.13;83.71;161.715
1602.89;357.55;83.71;161.715
1587.37;331.77;83.71;161.715
1537.68;290.06;83.71;161.715
1502.92;240.8;83.71;161.715
1499.82;200.64;83.71;161.715
1515.53;192.63;83.71;161.715
1495.65;193.81;83.71;161.715
1484.07;190.46;83.71;161.715
1519.23;195.02;83.71;161.715
1764.70;190.14;83.71;161.715
1849.17;189.51;83.71;161.715
1872.80;164;83.71;161.715
1637.93;115.77;83.71;161.715
1908.83;110.21;83.71;161.715
1934.68;87.59;83.71;161.715
1935.49;72.92;83.71;161.715
1598.53;40.02;83.71;161.715
1588.96;83.42;83.71;161.715
1588.89;109.3;83.71;161.715
1596.11;200.89;83.71;161.715
2082.10;344.42;83.71;161.715
2146.42;415.01;83.71;161.715
2134.20;426.4;83.71;161.715
1641.73;434.95;83.71;161.715
1604.79;430.02;83.71;161.715
1539.20;406.57;83.71;161.715
1495.17;389.77;83.71;161.715
1493.65;328.49;83.71;161.951
1472.17;299.23;83.71;161.951
1461.24;282.44;83.71;161.951
1466.19;287.08;83.71;161.951
1432.59;305.11;83.71;161.951
1442.21;393.11;83.71;161.951
1662.20;424.94;83.71;161.951
1739.41;401.82;83.71;161.951
1821.46;373.93;83.71;161.951
1667.75;324.03;83.71;161.951
1917.97;303.44;83.71;161.951
1924.10;291.35;83.71;161.951
1866.27;271.57;83.71;161.951
1551.79;277.89;83.71;161.951
1582.28;279.97;83.71;161.951
1621.34;386.25;83.71;161.951
1650.96;455.42;83.71;161.951
2096.09;512.56;83.71;161.951
2186.98;637.64;83.71;161.951
2213.87;679.54;83.71;161.951
1667.54;600;83.71;161.951
1633.75;530.13;83.71;161.951
1652.32;469.86;83.71;161.951
1626.80;402.46;83.71;161.951
1601.89;368.99;83.71;159.589
1600.07;336.39;83.71;159.589
1621.09;325.24;83.71;159.589
1610.51;318.72;83.71;159.589
1584.39;350.98;83.71;159.589
1541.14;440;83.71;159.589
1785.53;483.43;83.71;159.589
1791.49;452.95;83.71;159.589
1788.03;385.6;83.71;159.589
1580.70;364.07;83.71;159.589
1903.47;342.88;83.71;159.589
1931.50;344.33;83.71;159.589
1925.17;339.53;83.71;159.589
1603.48;322.72;83.71;159.589
1661.24;348.17;83.71;159.589
1694.57;380.01;83.71;159.589
1691.18;443.42;83.71;159.589
2201.93;484.1;83.71;159.589
2331.09;581.25;83.71;159.589
2309.06;570.05;83.71;159.589
1764.28;466.15;83.71;159.589
1704.47;392.7;83.71;159.589
1644.23;285.91;83.71;159.589
1573.32;268.35;83.71;159.589
1585.36;241.92;83.71;158.329
1596.41;234.63;83.71;158.329
1579.29;236.89;83.71;158.329
1584.79;235.99;83.71;158.329
1484.35;280.09;83.71;158.329
1448.42;377.03;83.71;158.329
1688.32;425.07;83.71;158.329
1791.36;394.46;83.71;158.329
1830.10;334.09;83.71;158.329
1649.36;299.15;83.71;158.329
1940.13;230.98;83.71;158.329
1948.45;228.72;83.71;158.329
1906.98;235.91;83.71;158.329
1578.66;238.46;83.71;158.329
1604.69;287.4;83.71;158.329
1598.07;319.97;83.71;158.329
1636.26;380.32;83.71;158.329
2213.32;439.1;83.71;158.329
2326.06;513.99;83.71;158.329
2236.29;526.26;83.71;158.329
1710.65;467.73;83.71;158.329
1635.40;413.57;83.71;158.329
1612.66;374.83;83.71;158.329
1658.94;336;83.71;158.329
1649.56;328.74;83.71;156.781
1668.57;332.29;83.71;156.781
1685.69;335.67;83.71;156.781
1690.30;327.24;83.71;156.781
1663.81;334;83.71;156.781
1675.29;436.95;83.71;156.781
1875.97;493.88;83.71;156.781
1921.66;488.31;83.71;156.781
1945.89;462.98;83.71;156.781
1799.58;431.95;83.71;156.781
2062.71;381.09;83.71;156.781
2101.46;346.06;83.71;156.781
2044.20;319.96;83.71;156.781
1672.98;314.82;83.71;156.781
1609.89;307.94;83.71;156.781
1631.99;337.08;83.71;156.781
1659.34;346.19;83.71;156.781
2202.21;427.87;83.71;156.781
2264.47;488.71;83.71;156.781
2182.53;515.45;83.71;156.781
1659.81;495.18;83.71;156.781
1670.19;513.29;83.71;156.781
1643.29;419.96;83.71;156.781
1649.01;372.69;83.71;156.781
1674.05;334.1;83.71;151.333
1683.89;333.41;83.71;151.333
1681.89;327.35;83.71;151.333
1636.75;328.25;83.71;151.333
1641.85;336.95;83.71;151.333
1552.58;409.88;83.71;151.333
1787.96;450.9;83.71;151.333
1838.47;436.92;83.71;151.333
1883.99;409.4;83.71;151.333
1706.20;342.65;83.71;151.333
1995.36;334.03;79.47;151.333
2022.66;307.56;78.06;151.333
1982.05;274.04;78.06;151.333
1652.72;275.57;78.06;151.333
1629.04;300.99;78.06;151.333
1647.04;301.09;78.06;151.333
1656.25;391.04;78.06;151.333
2183.23;450.56;78.06;151.333
2215.40;479.99;78.06;151.333
2130.36;480.9;78.06;151.333
1606.23;494.6;78.06;151.333
1608.08;461.04;78.06;151.333
1583.15;424.92;78.06;151.333
1581.76;404.56;78.06;151.333
1639.72;344.67;78.06;161.078
1745.08;351.99;78.06;161.078
1607.36;337.01;78.06;161.078
1574.27;332.04;78.06;161.078
1572.95;331.27;78.06;161.078
1634.52;337.03;78.06;161.078
1847.05;333.12;78.06;161.078
1901.47;343.78;78.06;161.078
1893.63;350.96;78.06;161.078
1699.74;337.02;78.06;161.078
2009.87;307.36;78.06;161.078
2032.98;285.06;78.06;161.078
1971.60;242.73;78.06;161.078
1673.31;183.97;78.06;161.078
1666.48;185.45;78.06;161.078
1650.61;226.44;78.06;161.078
1659.34;285.03;78.06;161.078
2177.47;336.02;78.06;161.078
2252.78;372.87;78.06;161.078
2183.03;402.15;78.06;161.078
1698.71;405.61;78.06;161.078
1713.76;396.9;78.06;161.078
1660.99;366.61;78.06;161.078
1676.32;393.26;78.06;161.078
1634.50;379.24;78.06;161.078
1650.47;355.06;78.06;161.078
1654.44;331;78.06;161.078
1648.53;316.18;78.06;161.078
1619.35;302.82;78.06;161.078
1640.01;272.76;78.06;161.078
1895.82;260.93;78.06;161.078
1923.67;222.42;78.06;161.078
1910.83;162.89;78.06;161.078
1678.59;149.99;78.06;161.078
1978.89;100.16;78.06;161.078
2002.59;71.72;78.06;161.078
1938.43;58.48;78.06;161.078
1665.38;48.77;78.06;161.078
1660.58;64.4;78.06;161.078
1669.72;120.06;78.06;161.078
1698.67;255.88;78.06;161.078
2141.86;355.02;78.06;161.078
2194.26;390.4;78.06;161.078
2164.79;418.85;78.06;161.078
1718.01;433.15;78.06;161.078
1710.66;417.16;78.06;161.078
1721.33;374.48;78.06;161.078
1700.76;346.4;78.06;161.078
1656.01;276.76;78.06;161.864
1622.44;264.97;78.06;161.864
1621.13;266.03;78.06;161.864
1609.70;261.71;78.06;161.864
1647.68;286.29;78.06;161.864
1685.09;375.08;78.06;161.864
1874.44;410.14;78.06;161.864
1870.60;412.34;78.06;161.864
1870.89;350.64;78.06;161.864
1690.82;295.58;78.06;161.864
1982.93;265.25;78.06;161.864
1970.36;235.09;78.06;161.864
1937.76;231.32;78.06;161.864
1629.72;222.45;78.06;161.864
1652.68;203.61;78.06;161.864
1641.82;259.43;78.06;161.864
1624.47;266.29;78.06;161.864
2148.27;333.55;78.06;161.864
2256.37;379.2;78.06;161.864
2179.29;383.81;78.06;161.864
1665.83;386.86;78.06;161.864
1678.75;391.69;78.06;161.864
1665.66;330.98;78.06;161.864
1650.86;330.38;78.06;161.864
1628.13;316.03;78.06;169.55
1627.19;276.85;78.06;169.55
1606.96;292.79;78.06;169.55
1598.37;300.31;78.06;169.55
1586.66;346.94;78.06;169.55
1619.06;408.23;78.06;169.55
1861.38;454.37;78.06;169.55
1911.08;391.64;78.06;169.55
1929.35;293.5;78.06;169.55
1715.09;235.59;78.06;169.55
2040.57;262.81;78.06;169.55
2077.17;200.01;78.06;169.55
2002.84;188.58;78.06;169.55
1627.70;183.1;78.06;169.55
1618.87;179.58;78.06;169.55
1579.84;190.16;78.06;169.55
1604.39;264.3;78.06;169.55
2158.49;350.01;78.06;169.55
2241.11;432.55;78.06;169.55
2193.77;438.97;78.06;169.55
1667.81;447.5;78.06;169.55
1670.33;437.28;78.06;169.55
1672.54;376.27;78.06;169.55
1636.44;405;78.06;169.55
1619.61;351.19;78.06;196.615
1620.31;347.08;78.06;196.615
1598.69;349.99;78.06;196.615
1595.59;348.33;78.06;196.615
1630.00;377.14;78.06;196.615
1730.24;460;78.06;196.615
1875.54;499.94;78.06;196.615
1937.79;492.41;78.06;196.615
1872.96;434.99;78.06;196.615
1659.06;425.61;78.06;196.615
1959.20;418.4;78.06;196.615
1978.50;389.92;78.06;196.615
1962.07;348.89;78.06;196.615
1639.84;337.95;78.06;196.615
1565.59;353.31;78.06;196.615
1637.55;371.24;78.06;196.615
1736.94;429.65;78.06;196.615
2162.45;500.91;78.06;196.615
2200.29;532.67;78.06;196.615
2159.25;549.87;78.06;196.615
1647.21;529.36;78.06;196.615
1638.71;504.98;78.06;196.615
1640.30;428.97;78.06;196.615
1645.54;437.79;78.06;196.615
1615.26;400.91;78.06;211.113
1583.39;399.97;78.06;211.113
1567.63;399.71;78.06;211.113
1567.65;399.97;78.06;211.113
1576.45;400.04;78.06;211.113
1570.53;493.93;78.06;211.113
1799.55;559.28;78.06;211.113
1861.04;539.56;78.06;211.113
1895.33;501.42;78.06;211.113
1696.23;451.16;78.06;211.113
1973.71;418.45;78.06;211.113
1986.90;426.07;78.06;211.113
1942.22;409.58;78.06;211.113
1627.99;425.1;78.06;211.113
1637.34;433.66;78.06;211.113
1646.80;454.39;78.06;211.113
1668.50;513.93;78.06;211.113
2206.48;563.85;78.06;211.113
2273.04;598.94;78.06;211.113
2213.10;586.99;78.06;211.113
1679.31;557.43;78.06;211.113
1650.42;534.23;78.06;211.113
1646.09;451.72;78.06;211.113
1622.29;400.02;78.06;211.113
1595.27;384.1;78.06;205.351
1599.60;373.81;78.06;205.351
1571.58;388.51;78.06;205.351
1563.76;374.83;78.06;205.351
1538.11;402.61;78.06;205.351
1553.11;463.16;78.06;205.351
1781.10;508.14;78.06;205.351
1815.40;517.17;78.06;205.351
1858.23;503.93;78.06;205.351
1633.47;463.44;78.06;205.351
1958.50;448.93;77.98;205.351
2016.93;394.44;77.96;205.351
1957.14;366.45;77.96;205.351
1599.68;365.04;77.96;205.351
1633.66;404.98;77.96;205.351
1635.91;407.08;77.96;205.351
1655.19;461.52;77.96;205.351
2174.73;489.87;77.96;205.351
2249.97;512.51;77.96;205.351
2230.22;504.33;77.96;205.351
1712.60;484.94;77.96;205.351
1706.26;482.05;77.96;205.351
1676.33;425.74;77.96;205.351
1671.04;425;77.96;205.351
1642.66;404.3;77.96;193.504
1616.39;405;77.96;193.504
1623.34;395.85;77.96;193.504
1630.78;377.06;77.96;193.504
1606.01;383.98;77.96;193.504
1648.29;406.78;77.96;193.504
1870.84;423.02;77.96;193.504
1928.20;412.72;77.96;193.504
1883.36;388.65;77.96;193.504
1674.94;335.48;77.96;193.504
1980.36;308.54;77.96;193.504
1975.50;268.46;77.96;193.504
1920.76;236.78;77.96;193.504
1577.70;247.78;77.96;193.504
1570.73;291.73;77.96;193.504
1598.12;316.43;77.96;193.504
1647.65;388.44;77.96;193.504
2195.01;425.86;77.96;193.504
2233.62;454.15;77.96;193.504
2186.48;467.71;77.96;193.504
1643.53;466.69;77.96;193.504
1650.76;466.24;77.96;193.504
1607.51;441.93;77.96;193.504
1762.89;382.79;77.96;193.504
1604.03;339.88;77.96;193.504
1593.94;300.1;77.96;193.504
1592.24;293.05;77.96;193.504
1570.16;271.3;77.96;193.504
1590.85;272.41;77.96;193.504
1604.07;261.03;77.96;193.504
1872.16;264.8;77.96;193.504
1894.61;300.01;77.96;193.504
1884.42;286.37;77.96;193.504
1657.67;261.1;77.96;193.504
1900.98;255.76;77.96;193.504
1930.87;263.08;77.96;193.504
1876.18;219.08;77.96;193.504
1560.70;208.74;77.96;193.504
1548.03;226.08;77.96;193.504
1601.49;252.07;77.96;193.504
1651.88;316.01;77.96;193.504
2160.91;394.79;77.96;193.504
2234.92;449.55;77.96;193.504
2176.06;452.95;77.96;193.504
1693.03;464.52;77.96;193.504
1692.81;465.67;77.96;193.504
1652.87;425.89;77.96;193.504
1697.43;385.06;77.96;193.504
1643.01;344.06;77.96;193.846
1561.74;338.81;77.96;193.846
1541.96;320.86;77.96;193.846
1487.26;329.72;77.96;193.846
1460.28;380;77.96;193.846
1532.92;429.66;77.96;193.846
1828.57;467.91;77.96;193.846
1857.96;474.9;77.96;193.846
1822.61;459.05;77.96;193.846
1641.61;447.89;77.96;193.846
1904.63;428.22;77.96;193.846
1909.66;392.1;77.96;193.846
1847.21;388.2;77.96;193.846
1591.12;377.4;77.96;193.846
1600.01;385.09;77.96;193.846
1599.71;398.9;77.96;193.846
1600.73;437.25;77.96;193.846
2125.88;461.06;77.96;193.846
2212.61;510.66;77.96;193.846
2185.47;530.88;77.96;193.846
1704.00;524.33;77.96;193.846
1686.38;509.33;77.96;193.846
1613.47;469.58;77.96;193.846
1538.85;440.98;77.96;193.846
1540.59;390.1;77.96;200.291
1536.15;382.1;77.96;200.291
1542.09;359.89;77.96;200.291
1526.18;352.69;77.96;200.291
1545.20;393.03;77.96;200.291
1609.52;457.04;77.96;200.291
1858.25;479.9;77.96;200.291
1882.50;478.9;77.96;200.291
1836.98;397.91;77.96;200.291
1617.12;328.26;77.96;200.291
1906.62;307.77;77.96;200.291
1950.94;234.87;77.96;200.291
1962.98;227.41;77.96;200.291
1668.18;198.39;77.96;200.291
1707.59;219;77.96;200.291
1735.35;274.71;77.96;200.291
1734.94;324.11;77.96;200.291
2289.02;435.36;77.96;200.291
2440.58;499.47;77.96;200.291
2394.41;511.07;77.96;200.291
1881.46;513.17;77.96;200.291
1876.96;484.91;77.96;200.291
1864.03;441.26;77.96;200.291
1840.35;383.95;77.96;200.291
1819.51;368.07;77.96;205.316
1837.91;340.14;77.96;205.316
1903.62;326.3;77.96;205.316
1941.86;329.96;77.96;205.316
1853.89;368.76;77.96;205.316
1794.03;440.47;77.96;205.316
2018.94;453.86;77.96;205.316
2024.85;444.21;77.96;205.316
1979.92;370.24;77.96;205.316
1787.40;317.82;77.96;205.316
2083.03;244.61;77.96;205.316
2074.27;243.56;77.96;205.316
1982.70;182.52;77.96;205.316
1700.95;199.08;77.96;205.316
1681.29;291.92;77.96;205.316
1744.85;361.59;77.96;205.316
1775.22;438.52;77.96;205.316
2304.51;500.35;77.96;205.316
2429.15;550.06;77.96;205.316
2409.20;566.89;77.96;205.316
1904.94;560.76;77.96;205.316
1825.95;500.02;77.96;205.316
1799.69;452.18;77.96;205.316
1824.35;450.3;77.96;205.316
1806.14;414.26;77.96;202.24
1815.79;375.07;77.96;202.24
1793.51;348.49;77.96;202.24
1788.08;345.3;77.96;202.24
1736.05;375.07;77.96;202.24
1659.40;452.27;77.96;202.24
1893.46;480.1;77.96;202.24
1955.07;479.79;77.96;202.24
1947.40;449.9;77.96;202.24
1802.92;408.25;77.96;202.24
2080.14;370.91;77.96;202.24
2093.61;344.28;77.96;202.24
2035.21;284.02;77.96;202.24
1728.64;319.51;77.96;202.24
1731.44;342.64;77.96;202.24
1739.80;366.51;77.96;202.24
1747.40;416.97;77.96;202.24
2245.68;492.73;77.96;202.24
2330.92;513.74;77.96;202.24
2302.40;504.33;77.96;202.24
1770.38;499.83;77.96;202.24
1719.66;480.6;77.96;202.24
1711.51;424.96;77.96;202.24
1710.75;406.06;77.96;202.24
1736.67;358.18;77.96;196.406
1770.33;337.64;77.96;196.406
1824.08;339.17;77.96;196.406
1845.84;338.52;77.96;196.406
1801.47;390.05;77.96;196.406
1742.93;449.91;77.96;196.406
1867.52;468;77.96;196.406
1902.34;483.91;77.96;196.406
1960.33;447.14;77.96;196.406
1830.57;428.44;77.96;196.406
2110.58;405.1;82.86;196.406
2170.80;394.2;84.5;196.406
2096.29;331.05;84.5;196.406
1827.44;297.06;84.5;196.406
1791.76;256.21;84.5;196.406
1801.43;252.44;84.5;196.406
1811.86;291.18;84.5;196.406
2323.83;355.02;84.5;196.406
2386.07;419.54;84.5;196.406
2312.81;424.89;84.5;196.406
1842.83;437.3;84.5;196.406
1851.09;429.91;84.5;196.406
1805.85;386.55;84.5;196.406
1793.26;361.76;84.5;196.406
1821.17;315.05;84.5;196.133
1834.21;308.59;84.5;196.133
1880.41;276.45;84.5;196.133
1885.01;267.76;84.5;196.133
1859.54;261.14;84.5;196.133
1860.35;290.83;84.5;196.133
2057.28;315.03;84.5;196.133
2000.46;309.56;84.5;196.133
1925.62;273.36;84.5;196.133
1738.54;238.11;84.5;196.133
2066.39;202.19;84.5;196.133
2073.38;170.12;84.5;196.133
2051.71;149.31;84.5;196.133
1705.98;116.02;84.5;196.133
1700.76;139.77;84.5;196.133
1716.02;175.16;84.5;196.133
1756.29;239.05;84.5;196.133
2274.41;318.16;84.5;196.133
2369.99;372.49;84.5;196.133
2292.37;396.81;84.5;196.133
1753.89;380.64;84.5;196.133
1742.86;369.08;84.5;196.133
1696.64;324.98;84.5;196.133
1658.66;277.89;84.5;196.133
1633.44;232.85;84.5;196.133
1645.18;218.28;84.5;196.133
1676.13;206.4;84.5;196.133
1571.79;200.47;84.5;196.133
1654.28;205.23;84.5;196.133
1656.24;205;84.5;196.133
1858.37;206.29;84.5;196.133
1863.97;162.27;84.5;196.133
1848.83;142.7;84.5;196.133
1698.67;100;84.5;196.133
2092.69;87.69;84.5;196.133
2112.18;86.82;84.5;196.133
2001.30;69.74;84.5;196.133
1639.94;70.02;84.5;196.133
1667.66;86.15;84.5;196.133
1742.55;102.82;84.5;196.133
1862.51;199.42;84.5;196.133
2458.13;301.67;84.5;196.133
2447.83;393.3;84.5;196.133
2352.15;421.99;84.5;196.133
1826.38;419.92;84.5;196.133
1805.25;401.86;84.5;196.133
1757.21;359.42;84.5;196.133
1730.75;310.08;84.5;196.133
1732.86;271.57;84.5;195.67
1692.57;281.49;84.5;195.67
1723.02;278.39;84.5;195.67
1708.80;272.89;84.5;195.67
1732.27;310.38;84.5;195.67
1801.51;408.54;84.5;195.67
2035.33;419.99;84.5;195.67
1986.32;414.68;84.5;195.67
1930.27;384.55;84.5;195.67
1710.86;339.44;84.5;195.67
2026.26;307.07;84.5;195.67
2076.18;292.66;84.5;195.67
2002.57;294.01;84.5;195.67
1670.05;294.68;84.5;195.67
1659.83;307.77;84.5;195.67
1691.59;329.86;84.5;195.67
1738.97;406.02;84.5;195.67
2285.48;439.98;84.5;195.67
2397.78;495.9;84.5;195.67
2334.74;493.85;84.5;195.67
1813.29;455;84.5;195.67
1789.78;429.15;84.5;195.67
1733.01;391.2;84.5;195.67
1695.93;330.76;84.5;195.67
1672.33;298.92;84.5;195.46
1669.05;298.95;84.5;195.46
1648.11;289.2;84.5;195.46
1663.54;295.75;84.5;195.46
1667.67;320.01;84.5;195.46
1737.03;382.92;84.5;195.46
1975.61;414.98;84.5;195.46
1960.48;426.22;84.5;195.46
1926.86;383.99;84.5;195.46
1729.29;310.09;84.5;195.46
1990.48;282.44;84.5;195.46
2031.05;277.57;84.5;195.46
1991.25;258.94;84.5;195.46
1678.85;260.64;84.5;195.46
1650.42;266.89;84.5;195.46
1667.70;289.37;84.5;195.46
1729.87;351.34;84.5;195.46
2267.12;420;84.5;195.46
2386.14;469.8;84.5;195.46
2367.85;469.72;84.5;195.46
1840.13;428.67;84.5;195.46
1764.00;406.45;84.5;195.46
1673.96;343.31;84.5;195.46
1596.60;297.01;84.5;195.46
1602.97;286.98;84.5;190.161
1595.24;298.71;84.5;190.161
1603.87;285.6;84.5;190.161
1599.99;293.99;84.5;190.161
1647.27;297.74;84.5;190.161
1680.21;343.67;84.5;190.161
1917.84;392.98;84.5;190.161
1973.06;395.51;84.5;190.161
1919.83;356.26;84.5;190.161
1735.24;302.9;84.5;190.161
2013.59;284.9;84.5;190.161
2075.62;274.76;84.5;190.161
2003.16;253;84.5;190.161
1741.20;253.96;84.5;190.161
1773.67;272.34;84.5;190.161
1807.48;303.1;84.5;190.161
1831.01;353;84.5;190.161
2350.56;409.93;84.5;190.161
2436.80;449;84.5;190.161
2348.53;454.73;84.5;190.161
1762.56;420;84.5;190.161
1754.49;406.84;84.5;190.161
1749.02;355.01;84.5;190.161
1735.84;309.92;84.5;190.161
1708.89;300.03;84.5;202.467
1721.63;310;84.5;202.467
1753.88;306.3;84.5;202.467
1732.74;312;84.5;202.467
1693.45;347.06;84.5;202.467
1696.64;406.65;84.5;202.467
1909.63;419.97;84.5;202.467
1956.18;414.9;84.5;202.467
1999.23;397.16;84.5;202.467
1790.15;355.1;84.5;202.467
2107.86;313.97;84.5;202.467
2184.58;298.97;84.5;202.467
2125.28;269.86;84.5;202.467
1780.41;267.86;84.5;202.467
1735.59;294;84.5;202.467
1719.50;334.8;84.5;202.467
1772.78;401.31;84.5;202.467
2308.25;450;84.5;202.467
2396.03;539.9;84.5;202.467
2311.28;534.75;84.5;202.467
1772.80;446;84.5;202.467
1761.33;414.99;84.5;202.467
1771.85;390;84.5;202.467
1744.94;422.1;84.5;202.467
1747.53;405;84.5;210.885
